id,source,source_label,notice_type,notice_type_label,code,title,employer,province,city,publish_date,deadline,description,detail_url,all_links,source_page,source_page_url,raw_text,scraped_at_utc
parsnamad-inquiry-10831864-34,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831864,استعلام Instrument Fittings,,بوشهر,,1405-04-17,,1132 استعلام Instrument Fittings 10831864 1405/04/17 بوشهر,https://www.parsnamaddata.com/tender/10831864/استعلام-Instrument-Fittings,['https://www.parsnamaddata.com/tender/10831864/استعلام-Instrument-Fittings'],23,https://www.parsnamaddata.com/inquiries/page/23,1132 استعلام Instrument Fittings 10831864 1405/04/17 بوشهر,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831863-35,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831863,استعلام نوشت افزار طبق مشخصات ثبت شده,,خوزستان,,1405-04-17,,1133 استعلام نوشت افزار طبق مشخصات ثبت شده 10831863 1405/04/17 خوزستان,https://www.parsnamaddata.com/tender/10831863/استعلام-نوشت-افزار-طبق-مشخصات-ثبت-شده,"['https://www.parsnamaddata.com/tender/10831863/استعلام-نوشت-افزار-طبق-مشخصات-ثبت-شده', 'https://www.parsnamaddata.com/tender/10831791/استعلام-نوشت-افزار-طبق-مشخصات-ثبت-شده']",23,https://www.parsnamaddata.com/inquiries/page/23,1133 استعلام نوشت افزار طبق مشخصات ثبت شده 10831863 1405/04/17 خوزستان,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831862-36,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831862,استعلام ROOF MOUNTED FAN ROOF VENT شرح دقیق اقلام پیوست می باشد.,,بوشهر,,1405-04-17,,1134 استعلام ROOF MOUNTED FAN ROOF VENT شرح دقیق اقلام پیوست می باشد. 10831862 1405/04/17 بوشهر,https://www.parsnamaddata.com/tender/10831862/استعلام-ROOF-MOUNTED-FAN-ROOF-VENT-شرح-دقیق-اقلام-پیوست-می-باشد,['https://www.parsnamaddata.com/tender/10831862/استعلام-ROOF-MOUNTED-FAN-ROOF-VENT-شرح-دقیق-اقلام-پیوست-می-باشد'],23,https://www.parsnamaddata.com/inquiries/page/23,1134 استعلام ROOF MOUNTED FAN ROOF VENT شرح دقیق اقلام پیوست می باشد. 10831862 1405/04/17 بوشهر,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831861-37,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831861,استعلام 1دستگاه اسکنر جهت دبیرخانه =1دستگاه پرینتر جهت دبیرخانه(جهت اطلاع از مدل دستگاه قبل از ثبت قیمت با شماره09337287576 تماس بگیرید.),,خوزستان,,1405-04-17,,1135 استعلام 1دستگاه اسکنر جهت دبیرخانه =1دستگاه پرینتر جهت دبیرخانه(جهت اطلاع از مدل دستگاه قبل از ثبت قیمت با شماره09337287576 تماس بگیرید.) 10831861 1405/04/17 خوزستان,https://www.parsnamaddata.com/tender/10831861/استعلام-1دستگاه-اسکنر-جهت-دبیرخانه-=1دستگاه-پرینتر-جهت-دبیرخانه-جهت-اطلاع-از-مدل-دستگاه-قبل-از-ثبت-قیمت-با-شماره09337287576-تماس-بگیرید,['https://www.parsnamaddata.com/tender/10831861/استعلام-1دستگاه-اسکنر-جهت-دبیرخانه-=1دستگاه-پرینتر-جهت-دبیرخانه-جهت-اطلاع-از-مدل-دستگاه-قبل-از-ثبت-قیمت-با-شماره09337287576-تماس-بگیرید'],23,https://www.parsnamaddata.com/inquiries/page/23,1135 استعلام 1دستگاه اسکنر جهت دبیرخانه =1دستگاه پرینتر جهت دبیرخانه(جهت اطلاع از مدل دستگاه قبل از ثبت قیمت با شماره09337287576 تماس بگیرید.) 10831861 1405/04/17 خوزستان,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831860-38,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831860,استعلام کلاهNCPAP. ژنراتورNCPAP .ماسک نازالNCPAP.همگی سازگار با دستگاه NCPAP برند مدین.تسویه حساب2ماهه.کرایه حمل با تامین کننده.,,فارس,,1405-04-17,,1136 استعلام کلاهNCPAP. ژنراتورNCPAP .ماسک نازالNCPAP.همگی سازگار با دستگاه NCPAP برند مدین.تسویه حساب2ماهه.کرایه حمل با تامین کننده. 10831860 1405/04/17 فارس,https://www.parsnamaddata.com/tender/10831860/استعلام-کلاهNCPAP-ژنراتورNCPAP-ماسک-نازالNCPAP-همگی-سازگار-با-دستگاه-NCPAP-برند-مدین-تسویه-حساب2ماهه-کرایه-حمل-با-تامین-کننده,['https://www.parsnamaddata.com/tender/10831860/استعلام-کلاهNCPAP-ژنراتورNCPAP-ماسک-نازالNCPAP-همگی-سازگار-با-دستگاه-NCPAP-برند-مدین-تسویه-حساب2ماهه-کرایه-حمل-با-تامین-کننده'],23,https://www.parsnamaddata.com/inquiries/page/23,1136 استعلام کلاهNCPAP. ژنراتورNCPAP .ماسک نازالNCPAP.همگی سازگار با دستگاه NCPAP برند مدین.تسویه حساب2ماهه.کرایه حمل با تامین کننده. 10831860 1405/04/17 فارس,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831859-39,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831859,استعلام تسمه بار عرض 30 طول 8متر تناز 15تن دوعدد,,بوشهر,,1405-04-17,,1137 استعلام تسمه بار عرض 30 طول 8متر تناز 15تن دوعدد 10831859 1405/04/17 بوشهر,https://www.parsnamaddata.com/tender/10831859/استعلام-تسمه-بار-عرض-30-طول-8متر-تناز-15تن-دوعدد,['https://www.parsnamaddata.com/tender/10831859/استعلام-تسمه-بار-عرض-30-طول-8متر-تناز-15تن-دوعدد'],23,https://www.parsnamaddata.com/inquiries/page/23,1137 استعلام تسمه بار عرض 30 طول 8متر تناز 15تن دوعدد 10831859 1405/04/17 بوشهر,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831858-40,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831858,استعلام خرید کاسه گیاهی 300 و 500 درب دار از برندهای معتبر بازار طبق مشخصات فرم استعلام بها پیوست,,خراسان شمالی,,1405-04-17,,1138 استعلام خرید کاسه گیاهی 300 و 500 درب دار از برندهای معتبر بازار طبق مشخصات فرم استعلام بها پیوست 10831858 1405/04/17 خراسان شمالی,https://www.parsnamaddata.com/tender/10831858/استعلام-خرید-کاسه-گیاهی-300-و-500-درب-دار-از-برندهای-معتبر-بازار-طبق-مشخصات-فرم-استعلام-بها-پیوست,['https://www.parsnamaddata.com/tender/10831858/استعلام-خرید-کاسه-گیاهی-300-و-500-درب-دار-از-برندهای-معتبر-بازار-طبق-مشخصات-فرم-استعلام-بها-پیوست'],23,https://www.parsnamaddata.com/inquiries/page/23,1138 استعلام خرید کاسه گیاهی 300 و 500 درب دار از برندهای معتبر بازار طبق مشخصات فرم استعلام بها پیوست 10831858 1405/04/17 خراسان شمالی,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831857-41,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831857,استعلام کفشک باد بز چاپر کلاس850 به تعداد24عددفلنج غلطک استیل چاپر850 به تعداد2عدد.*پیوست دارد*,,اردبیل,,1405-04-17,,1139 استعلام کفشک باد بز چاپر کلاس850 به تعداد24عددفلنج غلطک استیل چاپر850 به تعداد2عدد.*پیوست دارد* 10831857 1405/04/17 اردبیل,https://www.parsnamaddata.com/tender/10831857/استعلام-کفشک-باد-بز-چاپر-کلاس850-به-تعداد24عددفلنج-غلطک-استیل-چاپر850-به-تعداد2عدد-پیوست-دارد,['https://www.parsnamaddata.com/tender/10831857/استعلام-کفشک-باد-بز-چاپر-کلاس850-به-تعداد24عددفلنج-غلطک-استیل-چاپر850-به-تعداد2عدد-پیوست-دارد'],23,https://www.parsnamaddata.com/inquiries/page/23,1139 استعلام کفشک باد بز چاپر کلاس850 به تعداد24عددفلنج غلطک استیل چاپر850 به تعداد2عدد.*پیوست دارد* 10831857 1405/04/17 اردبیل,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831855-42,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831855,استعلام 1-خرید 1دستگاه لب تابمدل ایسوس2-خرید1دستگاه دوربین اوزمو پاکت3-خرید 1عدد میکروفون بی سیم یقه ای4-خرید گیمبال موبایل,,آذربایجان شرقی,,1405-04-17,,1140 استعلام 1-خرید 1دستگاه لب تابمدل ایسوس2-خرید1دستگاه دوربین اوزمو پاکت3-خرید 1عدد میکروفون بی سیم یقه ای4-خرید گیمبال موبایل 10831855 1405/04/17 آذربایجان شرقی,https://www.parsnamaddata.com/tender/10831855/استعلام-1-خرید-1دستگاه-لب-تابمدل-ایسوس2-خرید1دستگاه-دوربین-اوزمو-پاکت3-خرید-1عدد-میکروفون-بی-سیم-یقه-ای4-خرید-گیمبال-موبایل,['https://www.parsnamaddata.com/tender/10831855/استعلام-1-خرید-1دستگاه-لب-تابمدل-ایسوس2-خرید1دستگاه-دوربین-اوزمو-پاکت3-خرید-1عدد-میکروفون-بی-سیم-یقه-ای4-خرید-گیمبال-موبایل'],23,https://www.parsnamaddata.com/inquiries/page/23,1140 استعلام 1-خرید 1دستگاه لب تابمدل ایسوس2-خرید1دستگاه دوربین اوزمو پاکت3-خرید 1عدد میکروفون بی سیم یقه ای4-خرید گیمبال موبایل 10831855 1405/04/17 آذربایجان شرقی,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831854-43,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831854,استعلام تامین 12 نفر نیرو انسانی جهت نگهبانی در پارک نیشتمان محدوده شهرداری بهاران به پیوست لیست شرح وظایف در سامانه,,کردستان,,1405-04-17,,1141 استعلام تامین 12 نفر نیرو انسانی جهت نگهبانی در پارک نیشتمان محدوده شهرداری بهاران به پیوست لیست شرح وظایف در سامانه 10831854 1405/04/17 کردستان,https://www.parsnamaddata.com/tender/10831854/استعلام-تامین-12-نفر-نیرو-انسانی-جهت-نگهبانی-در-پارک-نیشتمان-محدوده-شهرداری-بهاران-به-پیوست-لیست-شرح-وظایف-در-سامانه,['https://www.parsnamaddata.com/tender/10831854/استعلام-تامین-12-نفر-نیرو-انسانی-جهت-نگهبانی-در-پارک-نیشتمان-محدوده-شهرداری-بهاران-به-پیوست-لیست-شرح-وظایف-در-سامانه'],23,https://www.parsnamaddata.com/inquiries/page/23,1141 استعلام تامین 12 نفر نیرو انسانی جهت نگهبانی در پارک نیشتمان محدوده شهرداری بهاران به پیوست لیست شرح وظایف در سامانه 10831854 1405/04/17 کردستان,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831853-44,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831853,استعلام زیر سازی 2500 مترمربع معابر روستای گل آباد با مصالح زیر اساس رودخانه ای از توابع بخش مرکزی شهرستان پیرانشهر,,آذربایجان غربی,,1405-04-17,,1142 استعلام زیر سازی 2500 مترمربع معابر روستای گل آباد با مصالح زیر اساس رودخانه ای از توابع بخش مرکزی شهرستان پیرانشهر 10831853 1405/04/17 آذربایجان غربی,https://www.parsnamaddata.com/tender/10831853/استعلام-زیر-سازی-2500-مترمربع-معابر-روستای-گل-آباد-با-مصالح-زیر-اساس-رودخانه-ای-از-توابع-بخش-مرکزی-شهرستان-پیرانشهر,['https://www.parsnamaddata.com/tender/10831853/استعلام-زیر-سازی-2500-مترمربع-معابر-روستای-گل-آباد-با-مصالح-زیر-اساس-رودخانه-ای-از-توابع-بخش-مرکزی-شهرستان-پیرانشهر'],23,https://www.parsnamaddata.com/inquiries/page/23,1142 استعلام زیر سازی 2500 مترمربع معابر روستای گل آباد با مصالح زیر اساس رودخانه ای از توابع بخش مرکزی شهرستان پیرانشهر 10831853 1405/04/17 آذربایجان غربی,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831852-45,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831852,استعلام ناخن غلطک پایین هد چاپر کلاس 850 به مقدار 30عدد*-*پیوست دارد**,,اردبیل,,1405-04-17,,1143 استعلام ناخن غلطک پایین هد چاپر کلاس 850 به مقدار 30عدد*-*پیوست دارد** 10831852 1405/04/17 اردبیل,https://www.parsnamaddata.com/tender/10831852/استعلام-ناخن-غلطک-پایین-هد-چاپر-کلاس-850-به-مقدار-30عدد-پیوست-دارد,['https://www.parsnamaddata.com/tender/10831852/استعلام-ناخن-غلطک-پایین-هد-چاپر-کلاس-850-به-مقدار-30عدد-پیوست-دارد'],23,https://www.parsnamaddata.com/inquiries/page/23,1143 استعلام ناخن غلطک پایین هد چاپر کلاس 850 به مقدار 30عدد*-*پیوست دارد** 10831852 1405/04/17 اردبیل,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831850-46,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831850,استعلام ایران کدمشابهجلیقه بازتابنده ولباس کاربه شرح مشخصات پیوست/ارائه کالاعینامطابق مشخصات فنی.تفکیک فنی بادرج برندضروری وبررسی فنی مشروط به ارائه نمونه,,بوشهر,,1405-04-17,,1144 استعلام ایران کدمشابهجلیقه بازتابنده ولباس کاربه شرح مشخصات پیوست/ارائه کالاعینامطابق مشخصات فنی.تفکیک فنی بادرج برندضروری وبررسی فنی مشروط به ارائه نمونه 10831850 1405/04/17 بوشهر,https://www.parsnamaddata.com/tender/10831850/استعلام-ایران-کدمشابهجلیقه-بازتابنده-ولباس-کاربه-شرح-مشخصات-پیوست-ارائه-کالاعینامطابق-مشخصات-فنی-تفکیک-فنی-بادرج-برندضروری-وبررسی-فنی-مشروط-به-ارائه-نمونه,['https://www.parsnamaddata.com/tender/10831850/استعلام-ایران-کدمشابهجلیقه-بازتابنده-ولباس-کاربه-شرح-مشخصات-پیوست-ارائه-کالاعینامطابق-مشخصات-فنی-تفکیک-فنی-بادرج-برندضروری-وبررسی-فنی-مشروط-به-ارائه-نمونه'],23,https://www.parsnamaddata.com/inquiries/page/23,1144 استعلام ایران کدمشابهجلیقه بازتابنده ولباس کاربه شرح مشخصات پیوست/ارائه کالاعینامطابق مشخصات فنی.تفکیک فنی بادرج برندضروری وبررسی فنی مشروط به ارائه نمونه 10831850 1405/04/17 بوشهر,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831849-47,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831849,استعلام ست NCPAP طبق مشخصات فایل پیوستی,,آذربایجان غربی,,1405-04-17,,1145 استعلام ست NCPAP طبق مشخصات فایل پیوستی 10831849 1405/04/17 آذربایجان غربی,https://www.parsnamaddata.com/tender/10831849/استعلام-ست-NCPAP-طبق-مشخصات-فایل-پیوستی,['https://www.parsnamaddata.com/tender/10831849/استعلام-ست-NCPAP-طبق-مشخصات-فایل-پیوستی'],23,https://www.parsnamaddata.com/inquiries/page/23,1145 استعلام ست NCPAP طبق مشخصات فایل پیوستی 10831849 1405/04/17 آذربایجان غربی,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831848-48,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831848,استعلام شش عدد سوئیچ سیسکو مدل CBS 350-8P-E-2G با گارانتی معتبر,,اردبیل,,1405-04-17,,1146 استعلام شش عدد سوئیچ سیسکو مدل CBS 350-8P-E-2G با گارانتی معتبر 10831848 1405/04/17 اردبیل,https://www.parsnamaddata.com/tender/10831848/استعلام-شش-عدد-سوئیچ-سیسکو-مدل-CBS-350-8P-E-2G-با-گارانتی-معتبر,['https://www.parsnamaddata.com/tender/10831848/استعلام-شش-عدد-سوئیچ-سیسکو-مدل-CBS-350-8P-E-2G-با-گارانتی-معتبر'],23,https://www.parsnamaddata.com/inquiries/page/23,1146 استعلام شش عدد سوئیچ سیسکو مدل CBS 350-8P-E-2G با گارانتی معتبر 10831848 1405/04/17 اردبیل,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831846-49,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831846,استعلام جدول گذاری به صورت کانیو ایستاده به طول 100 متر و آسفالت ریزی به صورت رویه 1200 متر مربع لکه گیری 200 متر مربع و زیر سازی 500 متر مربع,,آذربایجان شرقی,,1405-04-17,,1147 استعلام جدول گذاری به صورت کانیو ایستاده به طول 100 متر و آسفالت ریزی به صورت رویه 1200 متر مربع لکه گیری 200 متر مربع و زیر سازی 500 متر مربع 10831846 1405/04/17 آذربایجان شرقی,https://www.parsnamaddata.com/tender/10831846/استعلام-جدول-گذاری-به-صورت-کانیو-ایستاده-به-طول-100-متر-و-آسفالت-ریزی-به-صورت-رویه-1200-متر-مربع-لکه-گیری-200-متر-مربع-و-زیر-سازی-500-متر-مربع,['https://www.parsnamaddata.com/tender/10831846/استعلام-جدول-گذاری-به-صورت-کانیو-ایستاده-به-طول-100-متر-و-آسفالت-ریزی-به-صورت-رویه-1200-متر-مربع-لکه-گیری-200-متر-مربع-و-زیر-سازی-500-متر-مربع'],23,https://www.parsnamaddata.com/inquiries/page/23,1147 استعلام جدول گذاری به صورت کانیو ایستاده به طول 100 متر و آسفالت ریزی به صورت رویه 1200 متر مربع لکه گیری 200 متر مربع و زیر سازی 500 متر مربع 10831846 1405/04/17 آذربایجان شرقی,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831845-50,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831845,استعلام صفحه کلاچ399 به تعداد1 عدد.دیسک فنردار399 به تعداد 1عدد.پیوست دارد**,,اردبیل,,1405-04-17,,1148 استعلام صفحه کلاچ399 به تعداد1 عدد.دیسک فنردار399 به تعداد 1عدد.پیوست دارد** 10831845 1405/04/17 اردبیل,https://www.parsnamaddata.com/tender/10831845/استعلام-صفحه-کلاچ399-به-تعداد1-عدد-دیسک-فنردار399-به-تعداد-1عدد-پیوست-دارد,['https://www.parsnamaddata.com/tender/10831845/استعلام-صفحه-کلاچ399-به-تعداد1-عدد-دیسک-فنردار399-به-تعداد-1عدد-پیوست-دارد'],23,https://www.parsnamaddata.com/inquiries/page/23,1148 استعلام صفحه کلاچ399 به تعداد1 عدد.دیسک فنردار399 به تعداد 1عدد.پیوست دارد** 10831845 1405/04/17 اردبیل,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831844-51,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831844,استعلام دستکش ضد اسید نیترلی. سبز رنگ سایز ده مارک انسل,,تهران,,1405-04-17,,1149 استعلام دستکش ضد اسید نیترلی. سبز رنگ سایز ده مارک انسل 10831844 1405/04/17 تهران,https://www.parsnamaddata.com/tender/10831844/استعلام-دستکش-ضد-اسید-نیترلی-سبز-رنگ-سایز-ده-مارک-انسل,['https://www.parsnamaddata.com/tender/10831844/استعلام-دستکش-ضد-اسید-نیترلی-سبز-رنگ-سایز-ده-مارک-انسل'],23,https://www.parsnamaddata.com/inquiries/page/23,1149 استعلام دستکش ضد اسید نیترلی. سبز رنگ سایز ده مارک انسل 10831844 1405/04/17 تهران,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831843-52,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831843,استعلام میل لنگ 399 به تعداد 1عدد.بوش شاتون 399 به تعداد 6 عدد.**پیوست دارد**,,اردبیل,,1405-04-17,,1150 استعلام میل لنگ 399 به تعداد 1عدد.بوش شاتون 399 به تعداد 6 عدد.**پیوست دارد** 10831843 1405/04/17 اردبیل,https://www.parsnamaddata.com/tender/10831843/استعلام-میل-لنگ-399-به-تعداد-1عدد-بوش-شاتون-399-به-تعداد-6-عدد-پیوست-دارد,['https://www.parsnamaddata.com/tender/10831843/استعلام-میل-لنگ-399-به-تعداد-1عدد-بوش-شاتون-399-به-تعداد-6-عدد-پیوست-دارد'],23,https://www.parsnamaddata.com/inquiries/page/23,1150 استعلام میل لنگ 399 به تعداد 1عدد.بوش شاتون 399 به تعداد 6 عدد.**پیوست دارد** 10831843 1405/04/17 اردبیل,2026-07-09T10:16:20+00:00
parsnamad-inquiry-10831840-3,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831840,استعلام زرشک فله..... لطفا به قسمت توضیحات کاتالو گ مراجعه فرمایید,,کرمان,,1405-04-17,,1151 استعلام زرشک فله..... لطفا به قسمت توضیحات کاتالو گ مراجعه فرمایید 10831840 1405/04/17 کرمان,https://www.parsnamaddata.com/tender/10831840/استعلام-زرشک-فله-لطفا-به-قسمت-توضیحات-کاتالو-گ-مراجعه-فرمایید,['https://www.parsnamaddata.com/tender/10831840/استعلام-زرشک-فله-لطفا-به-قسمت-توضیحات-کاتالو-گ-مراجعه-فرمایید'],24,https://www.parsnamaddata.com/inquiries/page/24,1151 استعلام زرشک فله..... لطفا به قسمت توضیحات کاتالو گ مراجعه فرمایید 10831840 1405/04/17 کرمان,2026-07-09T10:16:24+00:00
parsnamad-inquiry-10831839-4,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831839,استعلام لکه گیری آسفالت پرکردن و برداشت مخلوط به همراه قیر و آسفالت و کوبیدن با کمپکتر 6سانت آسفالت کوبیده,,کرمان,,1405-04-17,,1152 استعلام لکه گیری آسفالت پرکردن و برداشت مخلوط به همراه قیر و آسفالت و کوبیدن با کمپکتر 6سانت آسفالت کوبیده 10831839 1405/04/17 کرمان,https://www.parsnamaddata.com/tender/10831839/استعلام-لکه-گیری-آسفالت-پرکردن-و-برداشت-مخلوط-به-همراه-قیر-و-آسفالت-و-کوبیدن-با-کمپکتر-6سانت-آسفالت-کوبیده,['https://www.parsnamaddata.com/tender/10831839/استعلام-لکه-گیری-آسفالت-پرکردن-و-برداشت-مخلوط-به-همراه-قیر-و-آسفالت-و-کوبیدن-با-کمپکتر-6سانت-آسفالت-کوبیده'],24,https://www.parsnamaddata.com/inquiries/page/24,1152 استعلام لکه گیری آسفالت پرکردن و برداشت مخلوط به همراه قیر و آسفالت و کوبیدن با کمپکتر 6سانت آسفالت کوبیده 10831839 1405/04/17 کرمان,2026-07-09T10:16:24+00:00
parsnamad-inquiry-10831838-5,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831838,استعلام خرید 4 عدد دیگ شوفاژ افقی 250.000 کیلوکالری بر ساعت با فشار 6 بار شعله برگشتی,,همدان,,1405-04-17,,1153 استعلام خرید 4 عدد دیگ شوفاژ افقی 250.000 کیلوکالری بر ساعت با فشار 6 بار شعله برگشتی 10831838 1405/04/17 همدان,https://www.parsnamaddata.com/tender/10831838/استعلام-خرید-4-عدد-دیگ-شوفاژ-افقی-250-000-کیلوکالری-بر-ساعت-با-فشار-6-بار-شعله-برگشتی,['https://www.parsnamaddata.com/tender/10831838/استعلام-خرید-4-عدد-دیگ-شوفاژ-افقی-250-000-کیلوکالری-بر-ساعت-با-فشار-6-بار-شعله-برگشتی'],24,https://www.parsnamaddata.com/inquiries/page/24,1153 استعلام خرید 4 عدد دیگ شوفاژ افقی 250.000 کیلوکالری بر ساعت با فشار 6 بار شعله برگشتی 10831838 1405/04/17 همدان,2026-07-09T10:16:24+00:00
parsnamad-inquiry-10831836-6,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831836,استعلام پنبه الکل,,کردستان,,1405-04-17,,1154 استعلام پنبه الکل 10831836 1405/04/17 کردستان,https://www.parsnamaddata.com/tender/10831836/استعلام-پنبه-الکل,['https://www.parsnamaddata.com/tender/10831836/استعلام-پنبه-الکل'],24,https://www.parsnamaddata.com/inquiries/page/24,1154 استعلام پنبه الکل 10831836 1405/04/17 کردستان,2026-07-09T10:16:24+00:00
parsnamad-inquiry-10831835-7,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831835,استعلام اجرای پروژه عمرانی در روستای برجوئی طبق اسناد پیوست,,چهارمحال و بختیاری,,1405-04-17,,1155 استعلام اجرای پروژه عمرانی در روستای برجوئی طبق اسناد پیوست 10831835 1405/04/17 چهارمحال و بختیاری,https://www.parsnamaddata.com/tender/10831835/استعلام-اجرای-پروژه-عمرانی-در-روستای-برجوئی-طبق-اسناد-پیوست,['https://www.parsnamaddata.com/tender/10831835/استعلام-اجرای-پروژه-عمرانی-در-روستای-برجوئی-طبق-اسناد-پیوست'],24,https://www.parsnamaddata.com/inquiries/page/24,1155 استعلام اجرای پروژه عمرانی در روستای برجوئی طبق اسناد پیوست 10831835 1405/04/17 چهارمحال و بختیاری,2026-07-09T10:16:24+00:00
parsnamad-inquiry-10831834-8,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831834,استعلام مرغ گرم (تازه) وزن هر مرغ1.5تا1.6کیلو گرم درخواست به وزن 2000کیلو گرم,,کرمان,,1405-04-17,,1156 استعلام مرغ گرم (تازه) وزن هر مرغ1.5تا1.6کیلو گرم درخواست به وزن 2000کیلو گرم 10831834 1405/04/17 کرمان,https://www.parsnamaddata.com/tender/10831834/استعلام-مرغ-گرم-تازه-وزن-هر-مرغ1-5تا1-6کیلو-گرم-درخواست-به-وزن-2000کیلو-گرم,['https://www.parsnamaddata.com/tender/10831834/استعلام-مرغ-گرم-تازه-وزن-هر-مرغ1-5تا1-6کیلو-گرم-درخواست-به-وزن-2000کیلو-گرم'],24,https://www.parsnamaddata.com/inquiries/page/24,1156 استعلام مرغ گرم (تازه) وزن هر مرغ1.5تا1.6کیلو گرم درخواست به وزن 2000کیلو گرم 10831834 1405/04/17 کرمان,2026-07-09T10:16:24+00:00
parsnamad-inquiry-10831832-9,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831832,استعلام باطری طبق شرح پیوست,,تهران,,1405-04-17,,1157 استعلام باطری طبق شرح پیوست 10831832 1405/04/17 تهران,https://www.parsnamaddata.com/tender/10831832/استعلام-باطری-طبق-شرح-پیوست,['https://www.parsnamaddata.com/tender/10831832/استعلام-باطری-طبق-شرح-پیوست'],24,https://www.parsnamaddata.com/inquiries/page/24,1157 استعلام باطری طبق شرح پیوست 10831832 1405/04/17 تهران,2026-07-09T10:16:24+00:00
parsnamad-inquiry-10831831-10,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831831,استعلام ساخت و تکمیل فاز دوم مجتمع کارگاهی طبق مشخصات اسناد پیوست اسناد پیوست تکمیل و امضاء گردد.,,فارس,,1405-04-17,,1158 استعلام ساخت و تکمیل فاز دوم مجتمع کارگاهی طبق مشخصات اسناد پیوست اسناد پیوست تکمیل و امضاء گردد. 10831831 1405/04/17 فارس,https://www.parsnamaddata.com/tender/10831831/استعلام-ساخت-و-تکمیل-فاز-دوم-مجتمع-کارگاهی-طبق-مشخصات-اسناد-پیوست-اسناد-پیوست-تکمیل-و-امضاء-گردد,['https://www.parsnamaddata.com/tender/10831831/استعلام-ساخت-و-تکمیل-فاز-دوم-مجتمع-کارگاهی-طبق-مشخصات-اسناد-پیوست-اسناد-پیوست-تکمیل-و-امضاء-گردد'],24,https://www.parsnamaddata.com/inquiries/page/24,1158 استعلام ساخت و تکمیل فاز دوم مجتمع کارگاهی طبق مشخصات اسناد پیوست اسناد پیوست تکمیل و امضاء گردد. 10831831 1405/04/17 فارس,2026-07-09T10:16:24+00:00
parsnamad-inquiry-10831829-11,parsnamad,پارس‌نماد داده,inquiry,استعلام,10831829,استعلام ورق استیل2000×1000×5 به مقدار 2ورق,,اردبیل,,1405-04-17,,1159 استعلام ورق استیل2000×1000×5 به مقدار 2ورق 10831829 1405/04/17 اردبیل,https://www.parsnamaddata.com/tender/10831829/استعلام-ورق-استیل2000×1000×5-به-مقدار-2ورق,['https://www.parsnamaddata.com/tender/10831829/استعلام-ورق-استیل2000×1000×5-به-مقدار-2ورق'],24,https://www.parsnamaddata.com/inquiries/page/24,1159 استعلام ورق استیل2000×1000×5 به مقدار 2ورق 10831829 1405/04/17 اردبیل,2026-07-09T10:16:24+00:00
